macroarea,anno,decessi,sesso,mese,fascia_eta,mese_num
nord,2024,9734,femmine,luglio,80_plus,7
sud,2024,4505,femmine,luglio,80_plus,7
centro,2015,200,maschi,agosto,0_49,8
isole,2015,141,maschi,agosto,0_49,8
nord,2015,458,maschi,agosto,0_49,8
sud,2015,272,maschi,agosto,0_49,8
centro,2016,227,maschi,agosto,0_49,8
isole,2016,153,maschi,agosto,0_49,8
nord,2016,423,maschi,agosto,0_49,8
sud,2016,277,maschi,agosto,0_49,8
centro,2017,190,maschi,agosto,0_49,8
isole,2017,148,maschi,agosto,0_49,8
nord,2017,495,maschi,agosto,0_49,8
sud,2017,291,maschi,agosto,0_49,8
centro,2018,186,maschi,agosto,0_49,8
isole,2018,126,maschi,agosto,0_49,8
nord,2018,448,maschi,agosto,0_49,8
sud,2018,279,maschi,agosto,0_49,8
centro,2019,188,maschi,agosto,0_49,8
isole,2019,110,maschi,agosto,0_49,8
nord,2019,445,maschi,agosto,0_49,8
sud,2019,255,maschi,agosto,0_49,8
centro,2020,177,maschi,agosto,0_49,8
isole,2020,100,maschi,agosto,0_49,8
nord,2020,378,maschi,agosto,0_49,8
sud,2020,261,maschi,agosto,0_49,8
centro,2021,195,maschi,agosto,0_49,8
isole,2021,145,maschi,agosto,0_49,8
nord,2021,396,maschi,agosto,0_49,8
sud,2021,293,maschi,agosto,0_49,8
centro,2022,165,maschi,agosto,0_49,8
isole,2022,117,maschi,agosto,0_49,8
nord,2022,419,maschi,agosto,0_49,8
sud,2022,255,maschi,agosto,0_49,8
centro,2023,149,maschi,agosto,0_49,8
isole,2023,127,maschi,agosto,0_49,8
nord,2023,394,maschi,agosto,0_49,8
sud,2023,220,maschi,agosto,0_49,8
centro,2024,162,maschi,agosto,0_49,8
isole,2024,113,maschi,agosto,0_49,8
nord,2024,401,maschi,agosto,0_49,8
sud,2024,247,maschi,agosto,0_49,8
centro,2015,450,maschi,agosto,50_64,8
isole,2015,301,maschi,agosto,50_64,8
nord,2015,1077,maschi,agosto,50_64,8
sud,2015,625,maschi,agosto,50_64,8
centro,2016,514,maschi,agosto,50_64,8
isole,2016,328,maschi,agosto,50_64,8
nord,2016,1184,maschi,agosto,50_64,8
sud,2016,627,maschi,agosto,50_64,8
centro,2017,528,maschi,agosto,50_64,8
isole,2017,319,maschi,agosto,50_64,8
nord,2017,1174,maschi,agosto,50_64,8
sud,2017,675,maschi,agosto,50_64,8
centro,2018,481,maschi,agosto,50_64,8
isole,2018,277,maschi,agosto,50_64,8
nord,2018,1189,maschi,agosto,50_64,8
sud,2018,626,maschi,agosto,50_64,8
centro,2019,486,maschi,agosto,50_64,8
isole,2019,297,maschi,agosto,50_64,8
nord,2019,1092,maschi,agosto,50_64,8
sud,2019,636,maschi,agosto,50_64,8
centro,2020,479,maschi,agosto,50_64,8
isole,2020,349,maschi,agosto,50_64,8
nord,2020,1186,maschi,agosto,50_64,8
sud,2020,689,maschi,agosto,50_64,8
centro,2021,496,maschi,agosto,50_64,8
isole,2021,416,maschi,agosto,50_64,8
nord,2021,1178,maschi,agosto,50_64,8
sud,2021,754,maschi,agosto,50_64,8
centro,2022,567,maschi,agosto,50_64,8
isole,2022,328,maschi,agosto,50_64,8
nord,2022,1242,maschi,agosto,50_64,8
sud,2022,656,maschi,agosto,50_64,8
centro,2023,535,maschi,agosto,50_64,8
isole,2023,355,maschi,agosto,50_64,8
nord,2023,1127,maschi,agosto,50_64,8
sud,2023,638,maschi,agosto,50_64,8
centro,2024,525,maschi,agosto,50_64,8
isole,2024,356,maschi,agosto,50_64,8
nord,2024,1118,maschi,agosto,50_64,8
sud,2024,722,maschi,agosto,50_64,8
centro,2015,1532,maschi,agosto,65_79,8
isole,2015,940,maschi,agosto,65_79,8
nord,2015,3603,maschi,agosto,65_79,8
sud,2015,1720,maschi,agosto,65_79,8
centro,2016,1502,maschi,agosto,65_79,8
isole,2016,842,maschi,agosto,65_79,8
nord,2016,3669,maschi,agosto,65_79,8
sud,2016,1705,maschi,agosto,65_79,8
centro,2017,1526,maschi,agosto,65_79,8
isole,2017,962,maschi,agosto,65_79,8
nord,2017,3602,maschi,agosto,65_79,8
sud,2017,1819,maschi,agosto,65_79,8
centro,2018,1402,maschi,agosto,65_79,8
isole,2018,794,maschi,agosto,65_79,8
nord,2018,3600,maschi,agosto,65_79,8
sud,2018,1668,maschi,agosto,65_79,8
centro,2019,1446,maschi,agosto,65_79,8
isole,2019,851,maschi,agosto,65_79,8
nord,2019,3378,maschi,agosto,65_79,8
sud,2019,1638,maschi,agosto,65_79,8
centro,2020,1486,maschi,agosto,65_79,8
isole,2020,904,maschi,agosto,65_79,8
nord,2020,3448,maschi,agosto,65_79,8
sud,2020,1773,maschi,agosto,65_79,8
centro,2021,1584,maschi,agosto,65_79,8
isole,2021,1032,maschi,agosto,65_79,8
nord,2021,3471,maschi,agosto,65_79,8
sud,2021,1808,maschi,agosto,65_79,8
centro,2022,1591,maschi,agosto,65_79,8
isole,2022,973,maschi,agosto,65_79,8
nord,2022,3599,maschi,agosto,65_79,8
sud,2022,1957,maschi,agosto,65_79,8
centro,2023,1521,maschi,agosto,65_79,8
isole,2023,956,maschi,agosto,65_79,8
nord,2023,3366,maschi,agosto,65_79,8
sud,2023,1865,maschi,agosto,65_79,8
centro,2024,1520,maschi,agosto,65_79,8
isole,2024,899,maschi,agosto,65_79,8
nord,2024,3337,maschi,agosto,65_79,8
sud,2024,1965,maschi,agosto,65_79,8
centro,2015,2546,maschi,agosto,80_plus,8
isole,2015,1287,maschi,agosto,80_plus,8
nord,2015,5606,maschi,agosto,80_plus,8
sud,2015,2678,maschi,agosto,80_plus,8
centro,2016,2556,maschi,agosto,80_plus,8
isole,2016,1298,maschi,agosto,80_plus,8
nord,2016,5891,maschi,agosto,80_plus,8
sud,2016,2463,maschi,agosto,80_plus,8
centro,2017,2917,maschi,agosto,80_plus,8
isole,2017,1571,maschi,agosto,80_plus,8
nord,2017,5851,maschi,agosto,80_plus,8
sud,2017,2991,maschi,agosto,80_plus,8
centro,2018,2688,maschi,agosto,80_plus,8
isole,2018,1307,maschi,agosto,80_plus,8
nord,2018,6512,maschi,agosto,80_plus,8
sud,2018,2635,maschi,agosto,80_plus,8
centro,2019,2634,maschi,agosto,80_plus,8
isole,2019,1381,maschi,agosto,80_plus,8
nord,2019,5981,maschi,agosto,80_plus,8
sud,2019,2697,maschi,agosto,80_plus,8
centro,2020,2998,maschi,agosto,80_plus,8
isole,2020,1534,maschi,agosto,80_plus,8
nord,2020,6450,maschi,agosto,80_plus,8
sud,2020,3007,maschi,agosto,80_plus,8
centro,2021,3139,maschi,agosto,80_plus,8
isole,2021,1814,maschi,agosto,80_plus,8
nord,2021,6408,maschi,agosto,80_plus,8
sud,2021,3274,maschi,agosto,80_plus,8
centro,2022,3103,maschi,agosto,80_plus,8
isole,2022,1646,maschi,agosto,80_plus,8
nord,2022,7377,maschi,agosto,80_plus,8
sud,2022,3146,maschi,agosto,80_plus,8
centro,2023,2991,maschi,agosto,80_plus,8
isole,2023,1464,maschi,agosto,80_plus,8
nord,2023,6684,maschi,agosto,80_plus,8
sud,2023,2928,maschi,agosto,80_plus,8
centro,2024,3321,maschi,agosto,80_plus,8
isole,2024,1574,maschi,agosto,80_plus,8
nord,2024,7017,maschi,agosto,80_plus,8
sud,2024,3186,maschi,agosto,80_plus,8
centro,2015,128,femmine,agosto,0_49,8
isole,2015,74,femmine,agosto,0_49,8
nord,2015,260,femmine,agosto,0_49,8
sud,2015,180,femmine,agosto,0_49,8
centro,2016,141,femmine,agosto,0_49,8
isole,2016,82,femmine,agosto,0_49,8
nord,2016,274,femmine,agosto,0_49,8
sud,2016,155,femmine,agosto,0_49,8
centro,2017,114,femmine,agosto,0_49,8
isole,2017,88,femmine,agosto,0_49,8
nord,2017,255,femmine,agosto,0_49,8
sud,2017,166,femmine,agosto,0_49,8
centro,2018,95,femmine,agosto,0_49,8
isole,2018,66,femmine,agosto,0_49,8
nord,2018,271,femmine,agosto,0_49,8
sud,2018,134,femmine,agosto,0_49,8
centro,2019,84,femmine,agosto,0_49,8
isole,2019,64,femmine,agosto,0_49,8
nord,2019,229,femmine,agosto,0_49,8
sud,2019,134,femmine,agosto,0_49,8
centro,2020,100,femmine,agosto,0_49,8
isole,2020,72,femmine,agosto,0_49,8
nord,2020,219,femmine,agosto,0_49,8
sud,2020,127,femmine,agosto,0_49,8
centro,2021,115,femmine,agosto,0_49,8
isole,2021,62,femmine,agosto,0_49,8
nord,2021,220,femmine,agosto,0_49,8
sud,2021,136,femmine,agosto,0_49,8
centro,2022,106,femmine,agosto,0_49,8
isole,2022,63,femmine,agosto,0_49,8
nord,2022,224,femmine,agosto,0_49,8
sud,2022,133,femmine,agosto,0_49,8
centro,2023,101,femmine,agosto,0_49,8
isole,2023,62,femmine,agosto,0_49,8
nord,2023,191,femmine,agosto,0_49,8
sud,2023,127,femmine,agosto,0_49,8
centro,2024,91,femmine,agosto,0_49,8
isole,2024,57,femmine,agosto,0_49,8
nord,2024,203,femmine,agosto,0_49,8
sud,2024,137,femmine,agosto,0_49,8
centro,2015,284,femmine,agosto,50_64,8
isole,2015,210,femmine,agosto,50_64,8
nord,2015,682,femmine,agosto,50_64,8
sud,2015,361,femmine,agosto,50_64,8
centro,2016,305,femmine,agosto,50_64,8
isole,2016,192,femmine,agosto,50_64,8
nord,2016,695,femmine,agosto,50_64,8
sud,2016,404,femmine,agosto,50_64,8
centro,2017,291,femmine,agosto,50_64,8
isole,2017,184,femmine,agosto,50_64,8
nord,2017,650,femmine,agosto,50_64,8
sud,2017,377,femmine,agosto,50_64,8
centro,2018,296,femmine,agosto,50_64,8
isole,2018,182,femmine,agosto,50_64,8
nord,2018,697,femmine,agosto,50_64,8
sud,2018,396,femmine,agosto,50_64,8
centro,2019,289,femmine,agosto,50_64,8
isole,2019,192,femmine,agosto,50_64,8
nord,2019,698,femmine,agosto,50_64,8
sud,2019,360,femmine,agosto,50_64,8
centro,2020,292,femmine,agosto,50_64,8
isole,2020,202,femmine,agosto,50_64,8
nord,2020,694,femmine,agosto,50_64,8
sud,2020,402,femmine,agosto,50_64,8
centro,2021,344,femmine,agosto,50_64,8
isole,2021,261,femmine,agosto,50_64,8
nord,2021,659,femmine,agosto,50_64,8
sud,2021,455,femmine,agosto,50_64,8
centro,2022,305,femmine,agosto,50_64,8
isole,2022,210,femmine,agosto,50_64,8
nord,2022,708,femmine,agosto,50_64,8
sud,2022,433,femmine,agosto,50_64,8
centro,2023,320,femmine,agosto,50_64,8
isole,2023,206,femmine,agosto,50_64,8
nord,2023,737,femmine,agosto,50_64,8
sud,2023,415,femmine,agosto,50_64,8
centro,2024,332,femmine,agosto,50_64,8
isole,2024,218,femmine,agosto,50_64,8
nord,2024,681,femmine,agosto,50_64,8
sud,2024,407,femmine,agosto,50_64,8
centro,2015,1004,femmine,agosto,65_79,8
isole,2015,589,femmine,agosto,65_79,8
nord,2015,2439,femmine,agosto,65_79,8
sud,2015,1232,femmine,agosto,65_79,8
centro,2016,980,femmine,agosto,65_79,8
isole,2016,581,femmine,agosto,65_79,8
nord,2016,2379,femmine,agosto,65_79,8
sud,2016,1126,femmine,agosto,65_79,8
centro,2017,1050,femmine,agosto,65_79,8
isole,2017,714,femmine,agosto,65_79,8
nord,2017,2439,femmine,agosto,65_79,8
sud,2017,1301,femmine,agosto,65_79,8
centro,2018,1007,femmine,agosto,65_79,8
isole,2018,564,femmine,agosto,65_79,8
nord,2018,2396,femmine,agosto,65_79,8
sud,2018,1135,femmine,agosto,65_79,8
centro,2019,957,femmine,agosto,65_79,8
isole,2019,608,femmine,agosto,65_79,8
nord,2019,2238,femmine,agosto,65_79,8
sud,2019,1087,femmine,agosto,65_79,8
centro,2020,1045,femmine,agosto,65_79,8
isole,2020,642,femmine,agosto,65_79,8
nord,2020,2285,femmine,agosto,65_79,8
sud,2020,1156,femmine,agosto,65_79,8
centro,2021,1061,femmine,agosto,65_79,8
isole,2021,801,femmine,agosto,65_79,8
nord,2021,2254,femmine,agosto,65_79,8
sud,2021,1314,femmine,agosto,65_79,8
centro,2022,1084,femmine,agosto,65_79,8
isole,2022,698,femmine,agosto,65_79,8
nord,2022,2468,femmine,agosto,65_79,8
sud,2022,1357,femmine,agosto,65_79,8
centro,2023,1060,femmine,agosto,65_79,8
isole,2023,672,femmine,agosto,65_79,8
nord,2023,2280,femmine,agosto,65_79,8
sud,2023,1269,femmine,agosto,65_79,8
centro,2024,1146,femmine,agosto,65_79,8
isole,2024,672,femmine,agosto,65_79,8
nord,2024,2341,femmine,agosto,65_79,8
sud,2024,1350,femmine,agosto,65_79,8
centro,2015,3781,femmine,agosto,80_plus,8
isole,2015,1894,femmine,agosto,80_plus,8
nord,2015,9097,femmine,agosto,80_plus,8
sud,2015,3894,femmine,agosto,80_plus,8
centro,2016,3687,femmine,agosto,80_plus,8
isole,2016,1770,femmine,agosto,80_plus,8
nord,2016,8764,femmine,agosto,80_plus,8
sud,2016,3566,femmine,agosto,80_plus,8
centro,2017,4712,femmine,agosto,80_plus,8
isole,2017,2337,femmine,agosto,80_plus,8
nord,2017,9167,femmine,agosto,80_plus,8
sud,2017,4635,femmine,agosto,80_plus,8
centro,2018,4024,femmine,agosto,80_plus,8
isole,2018,1764,femmine,agosto,80_plus,8
nord,2018,9740,femmine,agosto,80_plus,8
sud,2018,3641,femmine,agosto,80_plus,8
centro,2019,3865,femmine,agosto,80_plus,8
isole,2019,1919,femmine,agosto,80_plus,8
nord,2019,8732,femmine,agosto,80_plus,8
sud,2019,3801,femmine,agosto,80_plus,8
centro,2020,4475,femmine,agosto,80_plus,8
isole,2020,2289,femmine,agosto,80_plus,8
nord,2020,9725,femmine,agosto,80_plus,8
sud,2020,4277,femmine,agosto,80_plus,8
centro,2021,4664,femmine,agosto,80_plus,8
isole,2021,2721,femmine,agosto,80_plus,8
nord,2021,9460,femmine,agosto,80_plus,8
sud,2021,5060,femmine,agosto,80_plus,8
centro,2022,4796,femmine,agosto,80_plus,8
isole,2022,2367,femmine,agosto,80_plus,8
nord,2022,11087,femmine,agosto,80_plus,8
sud,2022,4433,femmine,agosto,80_plus,8
centro,2023,4292,femmine,agosto,80_plus,8
isole,2023,2036,femmine,agosto,80_plus,8
nord,2023,9705,femmine,agosto,80_plus,8
sud,2023,4006,femmine,agosto,80_plus,8
centro,2024,5011,femmine,agosto,80_plus,8
isole,2024,2226,femmine,agosto,80_plus,8
nord,2024,10128,femmine,agosto,80_plus,8
sud,2024,4685,femmine,agosto,80_plus,8
centro,2015,205,maschi,settembre,0_49,9
isole,2015,141,maschi,settembre,0_49,9
nord,2015,452,maschi,settembre,0_49,9
sud,2015,285,maschi,settembre,0_49,9
centro,2016,183,maschi,settembre,0_49,9
isole,2016,113,maschi,settembre,0_49,9
nord,2016,406,maschi,settembre,0_49,9
sud,2016,272,maschi,settembre,0_49,9
centro,2017,185,maschi,settembre,0_49,9
isole,2017,130,maschi,settembre,0_49,9
nord,2017,416,maschi,settembre,0_49,9
sud,2017,228,maschi,settembre,0_49,9
centro,2018,146,maschi,settembre,0_49,9
isole,2018,115,maschi,settembre,0_49,9
nord,2018,371,maschi,settembre,0_49,9
sud,2018,235,maschi,settembre,0_49,9
centro,2019,138,maschi,settembre,0_49,9
isole,2019,102,maschi,settembre,0_49,9
nord,2019,395,maschi,settembre,0_49,9
sud,2019,210,maschi,settembre,0_49,9
centro,2020,142,maschi,settembre,0_49,9
isole,2020,84,maschi,settembre,0_49,9
nord,2020,386,maschi,settembre,0_49,9
sud,2020,203,maschi,settembre,0_49,9
centro,2021,187,maschi,settembre,0_49,9
isole,2021,114,maschi,settembre,0_49,9
nord,2021,388,maschi,settembre,0_49,9
sud,2021,246,maschi,settembre,0_49,9
centro,2022,167,maschi,settembre,0_49,9
isole,2022,112,maschi,settembre,0_49,9
nord,2022,375,maschi,settembre,0_49,9
sud,2022,217,maschi,settembre,0_49,9
centro,2023,149,maschi,settembre,0_49,9
isole,2023,115,maschi,settembre,0_49,9
nord,2023,384,maschi,settembre,0_49,9
sud,2023,234,maschi,settembre,0_49,9
centro,2024,165,maschi,settembre,0_49,9
isole,2024,101,maschi,settembre,0_49,9
nord,2024,339,maschi,settembre,0_49,9
sud,2024,212,maschi,settembre,0_49,9
centro,2015,538,maschi,settembre,50_64,9
isole,2015,360,maschi,settembre,50_64,9
nord,2015,1122,maschi,settembre,50_64,9
sud,2015,633,maschi,settembre,50_64,9
centro,2016,459,maschi,settembre,50_64,9
isole,2016,313,maschi,settembre,50_64,9
nord,2016,1152,maschi,settembre,50_64,9
sud,2016,623,maschi,settembre,50_64,9
centro,2017,489,maschi,settembre,50_64,9
isole,2017,301,maschi,settembre,50_64,9
nord,2017,1052,maschi,settembre,50_64,9
sud,2017,647,maschi,settembre,50_64,9
centro,2018,433,maschi,settembre,50_64,9
isole,2018,276,maschi,settembre,50_64,9
nord,2018,1079,maschi,settembre,50_64,9
sud,2018,607,maschi,settembre,50_64,9
centro,2019,461,maschi,settembre,50_64,9
isole,2019,288,maschi,settembre,50_64,9
nord,2019,1081,maschi,settembre,50_64,9
sud,2019,563,maschi,settembre,50_64,9
centro,2020,436,maschi,settembre,50_64,9
isole,2020,320,maschi,settembre,50_64,9
nord,2020,1092,maschi,settembre,50_64,9
sud,2020,665,maschi,settembre,50_64,9
centro,2021,539,maschi,settembre,50_64,9
isole,2021,395,maschi,settembre,50_64,9
nord,2021,1121,maschi,settembre,50_64,9
sud,2021,725,maschi,settembre,50_64,9
centro,2022,453,maschi,settembre,50_64,9
isole,2022,301,maschi,settembre,50_64,9
nord,2022,1249,maschi,settembre,50_64,9
sud,2022,657,maschi,settembre,50_64,9
centro,2023,464,maschi,settembre,50_64,9
isole,2023,314,maschi,settembre,50_64,9
nord,2023,1073,maschi,settembre,50_64,9
sud,2023,634,maschi,settembre,50_64,9
centro,2024,465,maschi,settembre,50_64,9
isole,2024,309,maschi,settembre,50_64,9
nord,2024,1084,maschi,settembre,50_64,9
sud,2024,646,maschi,settembre,50_64,9
centro,2015,1498,maschi,settembre,65_79,9
isole,2015,805,maschi,settembre,65_79,9
nord,2015,3590,maschi,settembre,65_79,9
sud,2015,1785,maschi,settembre,65_79,9
centro,2016,1410,maschi,settembre,65_79,9
isole,2016,829,maschi,settembre,65_79,9
nord,2016,3437,maschi,settembre,65_79,9
sud,2016,1665,maschi,settembre,65_79,9
centro,2017,1436,maschi,settembre,65_79,9
isole,2017,840,maschi,settembre,65_79,9
nord,2017,3359,maschi,settembre,65_79,9
sud,2017,1810,maschi,settembre,65_79,9
centro,2018,1389,maschi,settembre,65_79,9
isole,2018,772,maschi,settembre,65_79,9
nord,2018,3221,maschi,settembre,65_79,9
sud,2018,1650,maschi,settembre,65_79,9
centro,2019,1343,maschi,settembre,65_79,9
isole,2019,792,maschi,settembre,65_79,9
nord,2019,3265,maschi,settembre,65_79,9
sud,2019,1584,maschi,settembre,65_79,9
centro,2020,1400,maschi,settembre,65_79,9
isole,2020,824,maschi,settembre,65_79,9
nord,2020,3313,maschi,settembre,65_79,9
sud,2020,1752,maschi,settembre,65_79,9
centro,2021,1424,maschi,settembre,65_79,9
isole,2021,916,maschi,settembre,65_79,9
nord,2021,3326,maschi,settembre,65_79,9
sud,2021,1783,maschi,settembre,65_79,9
centro,2022,1362,maschi,settembre,65_79,9
isole,2022,844,maschi,settembre,65_79,9
nord,2022,3407,maschi,settembre,65_79,9
sud,2022,1753,maschi,settembre,65_79,9
centro,2023,1365,maschi,settembre,65_79,9
isole,2023,943,maschi,settembre,65_79,9
nord,2023,3224,maschi,settembre,65_79,9
sud,2023,1776,maschi,settembre,65_79,9
centro,2024,1407,maschi,settembre,65_79,9
isole,2024,945,maschi,settembre,65_79,9
nord,2024,3392,maschi,settembre,65_79,9
sud,2024,1711,maschi,settembre,65_79,9
centro,2015,2497,maschi,settembre,80_plus,9
isole,2015,1245,maschi,settembre,80_plus,9
nord,2015,5426,maschi,settembre,80_plus,9
sud,2015,2425,maschi,settembre,80_plus,9
centro,2016,2396,maschi,settembre,80_plus,9
isole,2016,1219,maschi,settembre,80_plus,9
nord,2016,5544,maschi,settembre,80_plus,9
sud,2016,2465,maschi,settembre,80_plus,9
centro,2017,2583,maschi,settembre,80_plus,9
isole,2017,1168,maschi,settembre,80_plus,9
nord,2017,5371,maschi,settembre,80_plus,9
sud,2017,2474,maschi,settembre,80_plus,9
centro,2018,2433,maschi,settembre,80_plus,9
isole,2018,1206,maschi,settembre,80_plus,9
nord,2018,5388,maschi,settembre,80_plus,9
sud,2018,2340,maschi,settembre,80_plus,9
centro,2019,2496,maschi,settembre,80_plus,9
isole,2019,1192,maschi,settembre,80_plus,9
nord,2019,5820,maschi,settembre,80_plus,9
sud,2019,2501,maschi,settembre,80_plus,9
centro,2020,2743,maschi,settembre,80_plus,9
isole,2020,1297,maschi,settembre,80_plus,9
nord,2020,6173,maschi,settembre,80_plus,9
sud,2020,2638,maschi,settembre,80_plus,9
centro,2021,2825,maschi,settembre,80_plus,9
isole,2021,1394,maschi,settembre,80_plus,9
nord,2021,6434,maschi,settembre,80_plus,9
sud,2021,2855,maschi,settembre,80_plus,9
centro,2022,2681,maschi,settembre,80_plus,9
isole,2022,1360,maschi,settembre,80_plus,9
nord,2022,6633,maschi,settembre,80_plus,9
sud,2022,2751,maschi,settembre,80_plus,9
centro,2023,2850,maschi,settembre,80_plus,9
isole,2023,1314,maschi,settembre,80_plus,9
nord,2023,6192,maschi,settembre,80_plus,9
sud,2023,2638,maschi,settembre,80_plus,9
centro,2024,2925,maschi,settembre,80_plus,9
isole,2024,1356,maschi,settembre,80_plus,9
nord,2024,6869,maschi,settembre,80_plus,9
sud,2024,2880,maschi,settembre,80_plus,9
centro,2015,119,femmine,settembre,0_49,9
isole,2015,86,femmine,settembre,0_49,9
nord,2015,266,femmine,settembre,0_49,9
sud,2015,153,femmine,settembre,0_49,9
centro,2016,136,femmine,settembre,0_49,9
isole,2016,74,femmine,settembre,0_49,9
nord,2016,243,femmine,settembre,0_49,9
sud,2016,160,femmine,settembre,0_49,9
centro,2017,118,femmine,settembre,0_49,9
isole,2017,67,femmine,settembre,0_49,9
nord,2017,247,femmine,settembre,0_49,9
sud,2017,142,femmine,settembre,0_49,9
centro,2018,89,femmine,settembre,0_49,9
isole,2018,73,femmine,settembre,0_49,9
nord,2018,231,femmine,settembre,0_49,9
sud,2018,151,femmine,settembre,0_49,9
centro,2019,107,femmine,settembre,0_49,9
isole,2019,59,femmine,settembre,0_49,9
nord,2019,230,femmine,settembre,0_49,9
sud,2019,127,femmine,settembre,0_49,9
centro,2020,96,femmine,settembre,0_49,9
isole,2020,67,femmine,settembre,0_49,9
nord,2020,212,femmine,settembre,0_49,9
sud,2020,120,femmine,settembre,0_49,9
centro,2021,97,femmine,settembre,0_49,9
isole,2021,74,femmine,settembre,0_49,9
nord,2021,223,femmine,settembre,0_49,9
sud,2021,147,femmine,settembre,0_49,9
centro,2022,68,femmine,settembre,0_49,9
isole,2022,60,femmine,settembre,0_49,9
nord,2022,205,femmine,settembre,0_49,9
sud,2022,141,femmine,settembre,0_49,9
centro,2023,97,femmine,settembre,0_49,9
isole,2023,59,femmine,settembre,0_49,9
nord,2023,207,femmine,settembre,0_49,9
sud,2023,120,femmine,settembre,0_49,9
centro,2024,95,femmine,settembre,0_49,9
isole,2024,53,femmine,settembre,0_49,9
nord,2024,151,femmine,settembre,0_49,9
sud,2024,118,femmine,settembre,0_49,9
centro,2015,317,femmine,settembre,50_64,9
isole,2015,212,femmine,settembre,50_64,9
nord,2015,713,femmine,settembre,50_64,9
sud,2015,346,femmine,settembre,50_64,9
centro,2016,288,femmine,settembre,50_64,9
isole,2016,204,femmine,settembre,50_64,9
nord,2016,609,femmine,settembre,50_64,9
sud,2016,361,femmine,settembre,50_64,9
centro,2017,326,femmine,settembre,50_64,9
isole,2017,179,femmine,settembre,50_64,9
nord,2017,678,femmine,settembre,50_64,9
sud,2017,381,femmine,settembre,50_64,9
centro,2018,307,femmine,settembre,50_64,9
isole,2018,154,femmine,settembre,50_64,9
nord,2018,673,femmine,settembre,50_64,9
sud,2018,343,femmine,settembre,50_64,9
centro,2019,285,femmine,settembre,50_64,9
isole,2019,163,femmine,settembre,50_64,9
nord,2019,634,femmine,settembre,50_64,9
sud,2019,344,femmine,settembre,50_64,9
centro,2020,340,femmine,settembre,50_64,9
isole,2020,219,femmine,settembre,50_64,9
nord,2020,650,femmine,settembre,50_64,9
sud,2020,375,femmine,settembre,50_64,9
centro,2021,321,femmine,settembre,50_64,9
isole,2021,207,femmine,settembre,50_64,9
nord,2021,684,femmine,settembre,50_64,9
sud,2021,425,femmine,settembre,50_64,9
centro,2022,308,femmine,settembre,50_64,9
isole,2022,186,femmine,settembre,50_64,9
nord,2022,709,femmine,settembre,50_64,9
sud,2022,407,femmine,settembre,50_64,9
centro,2023,321,femmine,settembre,50_64,9
isole,2023,186,femmine,settembre,50_64,9
nord,2023,656,femmine,settembre,50_64,9
sud,2023,393,femmine,settembre,50_64,9
centro,2024,323,femmine,settembre,50_64,9
isole,2024,205,femmine,settembre,50_64,9
nord,2024,666,femmine,settembre,50_64,9
sud,2024,372,femmine,settembre,50_64,9
centro,2015,1006,femmine,settembre,65_79,9
isole,2015,640,femmine,settembre,65_79,9
nord,2015,2310,femmine,settembre,65_79,9
sud,2015,1198,femmine,settembre,65_79,9
centro,2016,922,femmine,settembre,65_79,9
isole,2016,548,femmine,settembre,65_79,9
nord,2016,2224,femmine,settembre,65_79,9
sud,2016,1059,femmine,settembre,65_79,9
centro,2017,1027,femmine,settembre,65_79,9
isole,2017,601,femmine,settembre,65_79,9
nord,2017,2247,femmine,settembre,65_79,9
sud,2017,1178,femmine,settembre,65_79,9
centro,2018,925,femmine,settembre,65_79,9
isole,2018,554,femmine,settembre,65_79,9
nord,2018,2105,femmine,settembre,65_79,9
sud,2018,1082,femmine,settembre,65_79,9
centro,2019,898,femmine,settembre,65_79,9
isole,2019,587,femmine,settembre,65_79,9
nord,2019,2075,femmine,settembre,65_79,9
sud,2019,1017,femmine,settembre,65_79,9
centro,2020,1005,femmine,settembre,65_79,9
isole,2020,586,femmine,settembre,65_79,9
nord,2020,2276,femmine,settembre,65_79,9
sud,2020,1148,femmine,settembre,65_79,9
centro,2021,993,femmine,settembre,65_79,9
isole,2021,622,femmine,settembre,65_79,9
nord,2021,2198,femmine,settembre,65_79,9
sud,2021,1229,femmine,settembre,65_79,9
centro,2022,955,femmine,settembre,65_79,9
isole,2022,631,femmine,settembre,65_79,9
nord,2022,2285,femmine,settembre,65_79,9
sud,2022,1236,femmine,settembre,65_79,9
centro,2023,985,femmine,settembre,65_79,9
isole,2023,615,femmine,settembre,65_79,9
nord,2023,2172,femmine,settembre,65_79,9
sud,2023,1172,femmine,settembre,65_79,9
centro,2024,1026,femmine,settembre,65_79,9
isole,2024,617,femmine,settembre,65_79,9
nord,2024,2304,femmine,settembre,65_79,9
sud,2024,1227,femmine,settembre,65_79,9
centro,2015,3583,femmine,settembre,80_plus,9
isole,2015,1825,femmine,settembre,80_plus,9
nord,2015,8483,femmine,settembre,80_plus,9
sud,2015,3597,femmine,settembre,80_plus,9
centro,2016,3519,femmine,settembre,80_plus,9
isole,2016,1606,femmine,settembre,80_plus,9
nord,2016,8309,femmine,settembre,80_plus,9
sud,2016,3522,femmine,settembre,80_plus,9
centro,2017,3571,femmine,settembre,80_plus,9
isole,2017,1659,femmine,settembre,80_plus,9
nord,2017,8206,femmine,settembre,80_plus,9
sud,2017,3454,femmine,settembre,80_plus,9
centro,2018,3467,femmine,settembre,80_plus,9
isole,2018,1600,femmine,settembre,80_plus,9
